0,"НЕУПЛАЋЕНИ УПИСАНИ КАПИТАЛ И СТАЛНА ИМОВИНА",,"Asset","D",,"Yes",,,"0","НЕУПЛАЋЕНИ УПИСАНИ КАПИТАЛ И СТАЛНА ИМОВИНА",,,,,,,,
00,"НЕУПЛАЋЕНИ УПИСАНИ КАПИТАЛ",,"Asset","D",,"Yes",,"0","00","НЕУПЛАЋЕНИ УПИСАНИ КАПИТАЛ",,,,,,,,
000,"Неуплаћене уписане акције",,"Asset","D",,"Yes",,"00",,,,,,,,,,
0000,"Неупл.уписане акције из И круга својинске трансформације",,"Asset","D",,"No",,"000",,,,,,,,,,
0001,"Неупл.уписане акције из ИИ круга својинске трансформације",,"Asset","D",,"No",,"000",,,,,,,,,,
0002,"Остале непоменуте неуплаћене уписане акције",,"Asset","D",,"No",,"000",,,,,,,,,,
0003,"Остале непоменуте неуплаћене приоритетне акције",,"Asset","D",,"No",,"000",,,,,,,,,,
001,"Неуплаћени уписани удели",,"Asset","D",,"Yes",,"00",,,,,,,,,,
0010,"Удели друштва д.о.о. ",,"Asset","D",,"No",,"001",,,,,,,,,,
0011,"Остали непоменути неуплаћени удели",,"Asset","D",,"No",,"001",,,,,,,,,,
01,"НЕМАТЕРИЈАЛНА УЛАГАЊА",,"Asset","D",,"Yes",,"0","01","НЕМАТЕРИЈАЛНА УЛАГАЊА",,,,,,,,
010,"Улагања у развој",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0100,"Улагања у развој тржишта,са ефектом дужим од 1 године",,"Asset","D",,"No",,"010",,,,,,,,,,
0101,"Улагања у развој технологије,са ефектом дужим од 1 године",,"Asset","D",,"No",,"010",,,,,,,,,,
0102,"Улагања у развој производа,са ефектом дужим од 1 године",,"Asset","D",,"No",,"010",,,,,,,,,,
0103,"Остали издаци за развој",,"Asset","D",,"No",,"010",,,,,,,,,,
0108,"Исправка вредности улагања у развој",,"Asset","C",,"No",,"010",,,,,,,,,,
0109,"Обезвређење вредности улагања у развој",,"Asset","C",,"No",,"010",,,,,,,,,,
011,"Концесије,патенти,лиценце и слична права",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0110,"Концесије домаћим партнерима",,"Asset","D",,"No",,"011",,,,,,,,,,
0111,"Концесије страним партнерима",,"Asset","D",,"No",,"011",,,,,,,,,,
0112,"Патенти",,"Asset","D",,"No",,"011",,,,,,,,,,
0113,"Лиценце",,"Asset","D",,"No",,"011",,,,,,,,,,
0114,"Право на идустријски узорак,модел,заштитни знак и сл.",,"Asset","D",,"No",,"011",,,,,,,,,,
0115,"Потраживања за закуп",,"Asset","D",,"No",,"011",,,,,,,,,,
0116,"Друга слична права",,"Asset","D",,"No",,"011",,,,,,,,,,
0118,"Исправка вредности концесија,патената,лиценци и сл.права",,"Asset","D",,"No",,"011",,,,,,,,,,
0119,"Обезвр.врдности концесија,патената,лиценци и сл.права",,"Asset","D",,"No",,"011",,,,,,,,,,
012,"Гоодwилл",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0120,"Гоодwилл настао куповином акција у другом предузећу",,"Asset","D",,"No",,"012",,,,,,,,,,
0121,"Гоодwилл настао куповином нето имовине у другом предузећу",,"Asset","D",,"No",,"012",,,,,,,,,,
0128,"Исправка вредности гоодwилл",,"Asset","C",,"No",,"012",,,,,,,,,,
0129,"Обезвређење вредности гоодwилл",,"Asset","C",,"No",,"012",,,,,,,,,,
014,"Остала нематеријална улагања",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0140,"Рачунарски програми",,"Asset","D",,"No",,"014",,,,,,,,,,
0141,"Трошкови почетка пословања у предузећима за осигурање",,"Asset","D",,"No",,"014",,,,,,,,,,
0142,"Улагања у лизинг",,"Asset","D",,"No",,"014",,,,,,,,,,
0143,"Трошкови оглашавања,обуке,почетак пословања и сл.",,"Asset","D",,"No",,"014",,,,,,,,,,
0148,"Исправка вредности осталих нематеријалних улагања",,"Asset","C",,"No",,"014",,,,,,,,,,
0149,"Обезвређење вредности осталих нематеријалних улагања",,"Asset","C",,"No",,"014",,,,,,,,,,
015,"Нематеријална улагања у припреми",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0150,"Оснивачка улагања у припреми",,"Asset","D",,"No",,"015",,,,,,,,,,
0151,"Улагања у развој у припреми",,"Asset","D",,"No",,"015",,,,,,,,,,
0152,"Улагања у пробну производњу у припреми",,"Asset","D",,"No",,"015",,,,,,,,,,
0155,"Друга нематеријална улагања у припреми",,"Asset","D",,"No",,"015",,,,,,,,,,
0159,"Обезвређење нематеријалних улагања у припреми",,"Asset","C",,"No",,"015",,,,,,,,,,
016,"Аванси за нематеијална улагања",,"Asset","D",,"Yes",,"01",,,,,,,,,,
0160,"Аванси за нематријална улахања у равој",,"Asset","D",,"No",,"016",,,,,,,,,,
0161,"Аванси за друга нематеријална улагања",,"Asset","D",,"No",,"016",,,,,,,,,,
02,"НЕКРЕТНИНЕ,ПОСТРОЈЕЊА,ОПРЕМА И БИОЛОШКА СРЕДСТВА",,"Asset","D",,"Yes",,"0","02","НЕКРЕТНИНЕ,ПОСТРОЈЕЊА,ОПРЕМА И БИОЛОШКА СРЕДСТВА",,,,,,,,
020,"Земљишта",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0200,"Пољопривредно земљиште",,"Asset","D",,"No",,"020",,,,,,,,,,
0201,"Градјевинско земљиште (без зграда)",,"Asset","D",,"No",,"020",,,,,,,,,,
0202,"Земљишта под шумом (преко 10 ари)",,"Asset","D",,"No",,"020",,,,,,,,,,
0203,"Земљишта под вишегодишњим засадима,парковима",,"Asset","D",,"No",,"020",,,,,,,,,,
0204,"Рударско експлоатациона земљишта",,"Asset","D",,"No",,"020",,,,,,,,,,
0205,"Земљишна права без зграда (право градјења и сл)",,"Asset","D",,"No",,"020",,,,,,,,,,
0206,"Чиста необрадјена и незасадјена земљишта",,"Asset","D",,"No",,"020",,,,,,,,,,
0207,"Улаг.у побољшања на земљишту(одводњавање,уређивање прилаза)",,"Asset","D",,"No",,"020",,,,,,,,,,
0208,"Остало земљиште",,"Asset","D",,"No",,"020",,,,,,,,,,
0209,"Обезвређење вредности земљишта",,"Asset","C",,"No",,"020",,,,,,,,,,
021,"Шуме и вишегодишњи засади",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0210,"Шуме",,"Asset","D",,"No",,"021",,,,,,,,,,
0211,"Вишегодишњи засади",,"Asset","D",,"No",,"021",,,,,,,,,,
022,"Градјевински објекти",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0220,"Градјевински објекти у функцији",,"Asset","D",,"No",,"022",,,,,,,,,,
0221,"Градјевински објекти ван употребе",,"Asset","D",,"No",,"022",,,,,,,,,,
0222,"Станови и пословне зграде које чине посл.имовину предузећа",,"Asset","D",,"No",,"022",,,,,,,,,,
0228,"Исправка вредности градјевинских објеката",,"Asset","C",,"No",,"022",,,,,,,,,,
0229,"Обезвређење вредности градјевинских објеката",,"Asset","C",,"No",,"022",,,,,,,,,,
023,"Постројења и опрема",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0230,"Постројења ",,"Asset","D",,"No",,"023",,,,,,,,,,
0231,"Опрема за производњу",,"Asset","D",,"No",,"023",,,,,,,,,,
0232,"Опрема за непроизв.делатности предузећа",,"Asset","D",,"No",,"023",,,,,,,,,,
0238,"Исправка вредности постројења и опреме",,"Asset","C",,"No",,"023",,,,,,,,,,
0239,"Обезвређење вредности постројења и опреме",,"Asset","C",,"No",,"023",,,,,,,,,,
024,"Инвестиционе некретнине",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0240,"Инвестиционе некретнине-земљиште",,"Asset","D",,"No",,"024",,,,,,,,,,
0241,"Инвестиционе некретнине-зграде",,"Asset","D",,"No",,"024",,,,,,,,,,
0242,"Инвестиционе некретнине-део зграде",,"Asset","D",,"No",,"024",,,,,,,,,,
0243,"Инвестиционе некретнине-земљиште и зграде",,"Asset","D",,"No",,"024",,,,,,,,,,
0248,"Исправка вредности инвестиционих некретнина",,"Asset","D",,"No",,"024",,,,,,,,,,
0249,"Обезвређење вредности инвестиционих некретнина",,"Asset","C",,"No",,"024",,,,,,,,,,
025,"Основно стадо",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0250,"Говеда",,"Asset","D",,"No",,"025",,,,,,,,,,
0251,"Кони",,"Asset","D",,"No",,"025",,,,,,,,,,
0252,"Свиње",,"Asset","D",,"No",,"025",,,,,,,,,,
0253,"Свиње",,"Asset","D",,"No",,"025",,,,,,,,,,
0254,"Живина",,"Asset","D",,"No",,"025",,,,,,,,,,
0255,"Риба",,"Asset","D",,"No",,"025",,,,,,,,,,
0256,"Остало основно стадо",,"Asset","D",,"No",,"025",,,,,,,,,,
026,"Остал некретнине,постројења и опрема",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0260,"Алат и инвентар са калкулативним отписом",,"Asset","D",,"No",,"026",,,,,,,,,,
0261,"Споменици културе",,"Asset","D",,"No",,"026",,,,,,,,,,
0262,"Историјски споменици",,"Asset","D",,"No",,"026",,,,,,,,,,
0263,"Књиге",,"Asset","D",,"No",,"026",,,,,,,,,,
0264,"Друга основна средства",,"Asset","D",,"No",,"026",,,,,,,,,,
0268,"Исправка вредности других основних средстава",,"Asset","C",,"No",,"026",,,,,,,,,,
0269,"Обезвређење вредности других основних средстава",,"Asset","C",,"No",,"026",,,,,,,,,,
027,"Некретнине,постројења,опрема и биолошка средства у припреми",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0270,"Градјевински објекти у припреми",,"Asset","D",,"No",,"027",,,,,,,,,,
0271,"Постројења и опрема у припреми",,"Asset","D",,"No",,"027",,,,,,,,,,
0272,"Вишегодишњи засади у припреми",,"Asset","D",,"No",,"027",,,,,,,,,,
0273,"Основно стадо у подизању",,"Asset","D",,"No",,"027",,,,,,,,,,
0274,"Остале некретнине,постројења и опрема у припреми",,"Asset","D",,"No",,"027",,,,,,,,,,
0279,"Обезвр.вредности некретнина,постројења и опреме у припреми",,"Asset","C",,"No",,"027",,,,,,,,,,
028,"Аванси за некретнине,постројења,опрему и биолошка средства",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0280,"Аванси за некретнине",,"Asset","D",,"No",,"028",,,,,,,,,,
0281,"Аванси за постројења и опрему",,"Asset","D",,"No",,"028",,,,,,,,,,
0282,"Аванси за биолошка средства",,"Asset","D",,"No",,"028",,,,,,,,,,
029,"Улагања на туђим некретнинама,постројењима и опреми",,"Asset","D",,"Yes",,"02",,,,,,,,,,
0290,"Улагања на туђим некретнинама",,"Asset","D",,"No",,"029",,,,,,,,,,
0291,"Улагања на туђим постројењима",,"Asset","D",,"No",,"029",,,,,,,,,,
0292,"Улагања на тудјој опреми",,"Asset","D",,"No",,"029",,,,,,,,,,
03,"ДУГОРОЧНИ ФИНАНСИЈСКИ ПЛАСМАНИ",,"Asset","D",,"Yes",,"0","03","ДУГОРОЧНИ ФИНАНСИЈСКИ ПЛАСМАНИ",,,,,,,,
030,"Учешћа у капиталу зависних правних лица",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0300,"Акције у капиталу зависних правних лица",,"Asset","D",,"No",,"030",,,,,,,,,,
0301,"Удели у капиталу зависних правних лица",,"Asset","D",,"No",,"030",,,,,,,,,,
031,"Учешће у капиталу осталих повезаних (придруж.) правних лица",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0310,"Акције у капиталу осталих повезаних правних лица",,"Asset","D",,"No",,"031",,,,,,,,,,
0311,"Удели у капиталу осталих повезаних правних лица",,"Asset","D",,"No",,"031",,,,,,,,,,
032,"Учешће у кап.остал. пр.лица и др.харт.од вр.распол.за прод.",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0320,"Учешће у капиталу осталих правних лица у земљи",,"Asset","D",,"No",,"032",,,,,,,,,,
0321,"Учешће у капиталу осталих правних лица у иностранству",,"Asset","D",,"No",,"032",,,,,,,,,,
033,"Дугорочни кредити матичним,зависн. и ост.повез. прав. лиц.",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0330,"Дугорочни кредити зависним правним лицима",,"Asset","D",,"No",,"033",,,,,,,,,,
0331,"Дугорочни кредити повезаним правним лицима",,"Asset","D",,"No",,"033",,,,,,,,,,
034,"Дугорочни кредити у земљи",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0340,"Дугорочни робни кредити у земљи",,"Asset","D",,"No",,"034",,,,,,,,,,
0341,"Дугорочни кредити у земљи-лизинг",,"Asset","D",,"No",,"034",,,,,,,,,,
0342,"Потраживања за камате из финансијског лизинга",,"Asset","D",,"No",,"034",,,,,,,,,,
0348,"Остали дугорочни кредити у земљи",,"Asset","D",,"No",,"034",,,,,,,,,,
035,"Дугорочни кредити у иностранству",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0350,"Дугорочни робни кредити у иностранству",,"Asset","D",,"No",,"035",,,,,,,,,,
0351,"Дугорочни кредити у иностранству-лизинг",,"Asset","D",,"No",,"035",,,,,,,,,,
0352,"Потраживања за камате из финансијског лизинга у иностр.",,"Asset","D",,"No",,"035",,,,,,,,,,
0358,"Остали дугорочни кредити у иностранству",,"Asset","D",,"No",,"035",,,,,,,,,,
036,"Хартије од вредности које се држе до доспећа",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0360,"Обичне акције",,"Asset","D",,"No",,"036",,,,,,,,,,
0361,"Приоритетне акције",,"Asset","D",,"No",,"036",,,,,,,,,,
0362,"Обвезнице у динарима са роком доспећа преко годину дана",,"Asset","D",,"No",,"036",,,,,,,,,,
0363,"Обвезнице у страној валути са роком досп. преко годину дана",,"Asset","D",,"No",,"036",,,,,,,,,,
0364,"Благајнички записи са роком доспећа преко годину дана",,"Asset","D",,"No",,"036",,,,,,,,,,
0365,"Комерцијални записи са роком доспећа преко годину дана",,"Asset","D",,"No",,"036",,,,,,,,,,
0366,"Остале дугорочне харт. од вред. са роком досп.преко 1 год.",,"Asset","D",,"No",,"036",,,,,,,,,,
037,"Откупљене сопствене акције и откупљени сопствени удели",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0370,"Откупљене сопствене акције",,"Asset","D",,"No",,"037",,,,,,,,,,
0371,"Откупљени сопствени удели",,"Asset","D",,"No",,"037",,,,,,,,,,
038,"Остали дугорочни финансијски пласмани",,"Asset","D",,"Yes",,"03",,,,,,,,,,
0380,"Остали дугорочни финансијски пласмани у динарима",,"Asset","D",,"No",,"038",,,,,,,,,,
0381,"Остали дугорочни финансијски пласмани у страној валути",,"Asset","D",,"No",,"038",,,,,,,,,,
039,"Исправка вредности дугорочних финансијских пласмана",,"Asset","C",,"Yes",,"03",,,,,,,,,,
0391,"Исправка вредности учешћа у капиталу зависних правних лица",,"Asset","C",,"No",,"039",,,,,,,,,,
0392,"Исправка вредности учешћа у капиталу повезаних правних лица",,"Asset","C",,"No",,"039",,,,,,,,,,
0393,"Исправ. вр.учешћа у кап.ост.пр.лица и харт.вр.расп.за прод.",,"Asset","C",,"No",,"039",,,,,,,,,,
0394,"Исправ. вр. дугор. кредита и пласмана зав.и пов.пр.лицима",,"Asset","C",,"No",,"039",,,,,,,,,,
0395,"Исправка вредности дугорочних кредита у земљи",,"Asset","C",,"No",,"039",,,,,,,,,,
0396,"Исправка вредности дугорочних кредита у иностранству",,"Asset","C",,"No",,"039",,,,,,,,,,
0397,"Исправка вр. хартија од вредности које се држе до доспећа",,"Asset","C",,"No",,"039",,,,,,,,,,
0398,"Исправка вредности откупљених сопствених акција",,"Asset","C",,"No",,"039",,,,,,,,,,
0399,"Исправка вредности осталих дугорочних пласмана",,"Asset","C",,"No",,"039",,,,,,,,,,
1,"ЗАЛИХЕ",,"Asset","D",,"Yes",,,"1","ЗАЛИХЕ",,,,,,,,
10,"ЗАЛИХЕ МАТЕРИЈАЛА",,"Asset","D",,"Yes",,1,"10","ЗАЛИХЕ МАТЕРИЈАЛА",,,,,,,,
100,"Обрачун набавке залиха материјала,рез.делова,алата и инвен.",,"Asset","D",,"Yes",,10,,,,,,,,,,
1000,"Обрачун набавке материјала",,"Asset","D",,"No",,100,,,,,,,,,,
1001,"Обрачун набавке резервних делова",,"Asset","D",,"No",,100,,,,,,,,,,
1002,"Обрачун набавке алата и инвентара",,"Asset","D",,"No",,100,,,,,,,,,,
101,"Материјал",,"Asset","D",,"Yes",,10,,,,,,,,,,
1010,"Сировине и основни материјал",,"Asset","D",,"No",,101,,,,,,,,,,
1011,"Помоћни материјал",,"Asset","D",,"No",,101,,,,,,,,,,
1012,"Остали материјал",,"Asset","D",,"No",,101,,,,,,,,,,
1013,"Гориво и мазиво",,"Asset","D",,"No",,101,,,,,,,,,,
1014,"Материјал у обради,доради и манипулацији",,"Asset","D",,"No",,101,,,,,,,,,,
1015,"Амбалажа са једнократним отписом",,"Asset","D",,"No",,101,,,,,,,,,,
1019,"Одступање од планских цена материјала",,"Asset","D",,"No",,101,,,,,,,,,,
102,"Резервни делови",,"Asset","D",,"Yes",,10,,,,,,,,,,
1020,"Резервни делови на залихама",,"Asset","D",,"No",,102,,,,,,,,,,
1024,"Резервни делови у доради,обради и манипулацији",,"Asset","D",,"No",,102,,,,,,,,,,
1029,"Одступање од планских цена резервних делова",,"Asset","D",,"No",,102,,,,,,,,,,
103,"Алат и инвентар",,"Asset","D",,"Yes",,10,,,,,,,,,,
1030,"Алат и инвентар на залихи",,"Asset","D",,"No",,103,,,,,,,,,,
1031,"Алат и инвентар-повратна амбалажа",,"Asset","D",,"No",,103,,,,,,,,,,
1039,"Одступање од планских цена алата и инвентара",,"Asset","C",,"No",,103,,,,,,,,,,
109,"Исправка вредности залиха материјала",,"Asset","C",,"Yes",,10,,,,,,,,,,
1091,"Исправка вредности залиха материјала",,"Asset","C",,"No",,109,,,,,,,,,,
1092,"Исправка вредности залиха резервних делова",,"Asset","C",,"No",,109,,,,,,,,,,
1093,"Исправка вредности залиха алата и инвентара",,"Asset","C",,"No",,109,,,,,,,,,,
11,"НЕДОВРШЕНА ПРОИЗВОДЊА",,"Asset","D",,"Yes",,1,"11","НЕДОВРШЕНА ПРОИЗВОДЊА",,,,,,,,
110,"Недовршена производња",,"Asset","D",,"Yes",,11,,,,,,,,,,
1100,"Недовршена производња",,"Asset","D",,"No",,110,,,,,,,,,,
1101,"Полупроизводи и делови",,"Asset","D",,"No",,110,,,,,,,,,,
111,"Недовршене услуге",,"Asset","D",,"Yes",,11,,,,,,,,,,
1110,"Недовршене услуге по основу сопствених учинака",,"Asset","D",,"No",,111,,,,,,,,,,
1111,"Недовршене услуге по основу спољних пружалаца услуга",,"Asset","D",,"No",,111,,,,,,,,,,
1119,"Одступање од цена недовршене производње и недовр. услуга",,"Asset","C",,"No",,111,,,,,,,,,,
12,"ГОТОВИ ПРОИЗВОДИ",,"Asset","D",,"Yes",,1,"12","ГОТОВИ ПРОИЗВОДИ",,,,,,,,
120,"Готови производи",,"Asset","D",,"Yes",,12,,,,,,,,,,
1200,"Готови производи",,"Asset","D",,"No",,120,,,,,,,,,,
1201,"Завршене услуге",,"Asset","D",,"No",,120,,,,,,,,,,
1209,"Одступање од цена готових производа",,"Asset","C",,"No",,120,,,,,,,,,,
13,"РОБА",,"Asset","D",,"Yes",,1,"13","РОБА",,,,,,,,
130,"Обрачун набавке робе",,"Asset","D",,"Yes",,13,,,,,,,,,,
1300,"Обрачун нето фктурне вредности робе",,"Asset","D",,"No",,130,,,,,,,,,,
1301,"Трошкови транспорта,утовара,истовара и др.",,"Asset","D",,"No",,130,,,,,,,,,,
1302,"Трошкови сопственог транспорта,утовара,истовара и др.",,"Asset","D",,"No",,130,,,,,,,,,,
1303,"Трошкови осигурања робе у транспорту",,"Asset","D",,"No",,130,,,,,,,,,,
1304,"Трош. наст. при увозу робе прим. прописа (царина,прегледи)",,"Asset","D",,"No",,130,,,,,,,,,,
1305,"Остали зависни трошкови",,"Asset","D",,"No",,130,,,,,,,,,,
1306,"Банк. провизије,трошкови акредитива и камата на увоз робе",,"Asset","D",,"No",,130,,,,,,,,,,
1309,"Обрачун набавне вредности робе",,"Asset","C",,"No",,130,,,,,,,,,,
131,"Роба у магацину",,"Asset","D",,"Yes",,13,,,,,,,,,,
1310,"Роба у магацину 1",,"Asset","D",,"No",,131,,,,,,,,,,
1311,"Роба у магацину 2",,"Asset","D",,"No",,131,,,,,,,,,,
132,"Роба у промету на велико",,"Asset","D",,"Yes",,13,,,,,,,,,,
1320,"Роба у промету на велико у складишту",,"Asset","D",,"No",,132,,,,,,,,,,
1321,"Роба у промету на велико у стоваришту",,"Asset","D",,"No",,132,,,,,,,,,,
1322,"Роба у промету на складишту за посебне врсте роба",,"Asset","D",,"No",,132,,,,,,,,,,
1329,"Укалкулисана разлика у цени",,"Asset","C",,"No",,132,,,,,,,,,,
133,"Роба у складишту,стоваришту и продав. код других пр.лица",,"Asset","D",,"Yes",,13,,,,,,,,,,
134,"Роба у промету на мало",,"Asset","D",,"Yes",,13,,,,,,,,,,
1340,"Роба у промету на мало",,"Asset","D",,"No",,134,,,,,,,,,,
1344,"Укалкулисани порез на промет",,"Asset","C",,"No",,134,,,,,,,,,,
1349,"Укалкулисана разлика у цени",,"Asset","C",,"No",,134,,,,,,,,,,
135,"Роба у обради,доради и манипулацији",,"Asset","D",,"Yes",,13,,,,,,,,,,
136,"Роба у транзиту",,"Asset","D",,"Yes",,13,,,,,,,,,,
137,"Роба на путу",,"Asset","D",,"Yes",,13,,,,,,,,,,
139,"Исправка вредности робе",,"Asset","C",,"Yes",,13,,,,,,,,,,
1390,"Исправка вредности робе у магацину",,"Asset","C",,"No",,139,,,,,,,,,,
1391,"Исправка вредности робе у промету на велико",,"Asset","C",,"No",,139,,,,,,,,,,
1392,"Исправка вредности робе у промету на мало",,"Asset","C",,"No",,139,,,,,,,,,,
1393,"Исправка вредности робе у транзиту",,"Asset","C",,"No",,139,,,,,,,,,,
1394,"Исправка вредности робе на путу",,"Asset","C",,"No",,139,,,,,,,,,,
14,"СТАЛНА СРЕДСТВА НАМЕЊЕНА ПРОДАЈИ",,"Asset","D",,"Yes",,1,"14","СТАЛНА СРЕДСТВА НАМЕЊЕНА ПРОДАЈИ",,,,,,,,
140,"Нематеријална улагања намењена продаји",,"Asset","D",,"Yes",,14,,,,,,,,,,
141,"Земљиште намењено продаји",,"Asset","D",,"Yes",,14,,,,,,,,,,
142,"Градјевински објекти намењени продаји",,"Asset","D",,"Yes",,14,,,,,,,,,,
